event_id,num_perimeters_0_5h,dt_first_last_0_5h,low_temporal_resolution_0_5h,area_first_ha,area_growth_abs_0_5h,area_growth_rel_0_5h,area_growth_rate_ha_per_h,log1p_area_first,log1p_growth,log_area_ratio_0_5h,relative_growth_0_5h,radial_growth_m,radial_growth_rate_m_per_h,centroid_displacement_m,centroid_speed_m_per_h,spread_bearing_deg,spread_bearing_sin,spread_bearing_cos,dist_min_ci_0_5h,dist_std_ci_0_5h,dist_change_ci_0_5h,dist_slope_ci_0_5h,closing_speed_m_per_h,closing_speed_abs_m_per_h,projected_advance_m,dist_accel_m_per_h2,dist_fit_r2_0_5h,alignment_cos,alignment_abs,cross_track_component,along_track_speed,event_start_hour,event_start_dayofweek,event_start_month,time_to_hit_hours,event,prob_12h,prob_24h,prob_48h,prob_72h,mask_12h,mask_24h,mask_48h,mask_72h
10892457,0.3640283908529078,1.8945223115739707,-1.6380883167074154,-0.373455202498854,-0.12542726917995803,-0.10994362117582791,-0.13604336851737084,-0.14074572051641157,0.7219259698912429,-0.10006509323339785,-0.10994362117582791,-0.14128097217347432,-0.14987603075864933,-0.16495108284020585,-0.17027580433647763,1.2094761809970764,3.116552919979257,-1.568060487797605,-0.6917673836842555,-0.12490136999086565,0.08352991536619718,0.07581472636400913,-0.07921866401932019,-0.1336515269844525,-0.08352991536619718,0.09406817958959333,4.9058405640680816,-0.13387921396956942,-0.3594142703171676,-0.0942723441056773,-0.014097505661726514,0.45172677035032516,0.5880816793920164,-1.1367644495680338,18.89251184861111,0,0.0,,,,1,0,0,0
11757157,-0.024620277642225737,0.10959413911136454,-1.6380883167074154,-0.42243565969498076,-0.14080557303880797,-0.1377224680207854,-0.1527435278974137,-1.1477870646630444,-0.29114108748916034,-0.21837442935029613,-0.1377224680207854,-0.20359215701089298,-0.20581037085203452,-0.20286372818665255,-0.2032671090321301,-0.2955502371293585,-0.1885889730889075,0.3120518563677621,-0.7106961144536645,-0.12815456219617197,0.08014064131446774,0.07318055951092635,-0.07541328885892953,-0.13748182065794268,-0.08014064131446774,0.08749166902975243,-0.2685312018626919,-1.519746165717873,1.2062033080384247,-0.04289213290237946,-0.01182494561562751,-1.4462127020341211,0.5880816793920164,-0.49913768978494877,22.048108008055557,1,0.0,1.0,1.0,1.0,1,1,1,1
11945086,0.7526770593480413,2.1899685357300256,-1.6380883167074154,-0.3549108194205064,-0.14080557303880797,-0.1377224680207854,-0.1527435278974137,-0.002860761254515016,-0.29114108748916034,-0.21837442935029613,-0.1377224680207854,-0.20359215701089298,-0.20581037085203452,-0.20286372818665255,-0.2032671090321301,-0.2955502371293585,-0.1885889730889075,0.3120518563677621,-0.7086983376753031,-0.12815456219617197,0.08014064131446774,0.07318055951093237,-0.07541328885892953,-0.13748182065794268,-0.08014064131446774,0.08749166902975963,-0.2685312018626919,2.3913660062799904,2.160606690833195,-0.04289213290237946,-0.01182494561562751,0.8313146648272144,0.5880816793920164,0.7761158297812211,0.8888954830555557,1,1.0,1.0,1.0,1.0,1,1,1,1
12044083,-0.41326894613735926,-0.5650541316372959,0.6104676956673598,-0.3818080185316485,-0.14080557303880797,-0.1377224680207854,-0.1527435278974137,-0.2186492733061239,-0.29114108748916034,-0.21837442935029613,-0.1377224680207854,-0.20359215701089298,-0.20581037085203452,-0.20286372818665255,-0.2032671090321301,-0.2955502371293585,-0.1885889730889075,0.3120518563677621,-0.3526871397266874,-0.12815456219617197,0.08014064131446774,0.07318055951093573,-0.07541328885892953,-0.13748182065794268,-0.08014064131446774,0.08749166902975243,-0.2685312018626919,0.013396386753510098,-0.5257919078415015,-0.04289213290237946,-0.01182494561562751,0.5782560685092882,1.0957615666796556,0.7761158297812211,60.953021470555555,0,0.0,0.0,0.0,,1,1,1,0
12052347,-0.024620277642225737,2.3040019174429123,-1.6380883167074154,-0.403960652181351,-0.14080557303880797,-0.1377224680207854,-0.1527435278974137,-0.5206491269796365,-0.29114108748916034,-0.21837442935029613,-0.1377224680207854,-0.20359215701089298,-0.20581037085203452,-0.20286372818665255,-0.2032671090321301,-0.2955502371293585,-0.1885889730889075,0.3120518563677621,-0.6224970368342639,-0.12815456219617197,0.08014064131446774,0.07318055951094456,-0.07541328885892953,-0.13748182065794268,-0.08014064131446774,0.08749166902975243,-0.2685312018626919,2.53217268959114,2.319676375166011,-0.04289213290237946,-0.01182494561562751,0.7047853666682513,1.0957615666796556,0.13848906999813618,44.99027446777778,0,0.0,0.0,,,1,1,0,0
12773599,-0.41326894613735926,-0.5650541316372959,0.6104676956673598,-0.3007135354777718,-0.14080557303880797,-0.1377224680207854,-0.1527435278974137,0.260351040132356,-0.29114108748916034,-0.21837442935029613,-0.1377224680207854,-0.20359215701089298,-0.20581037085203452,-0.20286372818665255,-0.2032671090321301,-0.2955502371293585,-0.1885889730889075,0.3120518563677621,-0.5217032192629197,-0.12815456219617197,0.08014064131446774,0.07318055951093573,-0.07541328885892953,-0.13748182065794268,-0.08014064131446774,0.08749166902975243,-0.2685312018626919,0.013396386753510098,-0.5257919078415015,-0.04289213290237946,-0.01182494561562751,-1.9523298946699734,1.0957615666796556,0.13848906999813618,44.026383643611105,0,0.0,0.0,,,1,1,0,0
13122360,-0.41326894613735926,-0.5650541316372959,0.6104676956673598,-0.34599281328954873,-0.14080557303880797,-0.1377224680207854,-0.1527435278974137,0.05159004593212189,-0.29114108748916034,-0.21837442935029613,-0.1377224680207854,-0.20359215701089298,-0.20581037085203452,-0.20286372818665255,-0.2032671090321301,-0.2955502371293585,-0.1885889730889075,0.3120518563677621,-0.7071882392943888,-0.12815456219617197,0.08014064131446774,0.07318055951093573,-0.07541328885892953,-0.13748182065794268,-0.08014064131446774,0.08749166902975243,-0.2685312018626919,0.013396386753510098,-0.5257919078415015,-0.04289213290237946,-0.01182494561562751,0.7047853666682513,-0.9349579824709013,-2.4120179691342036,14.845391848611111,1,0.0,1.0,1.0,1.0,1,1,1,1
13745272,-0.41326894613735926,-0.5650541316372959,0.6104676956673598,0.5324898980686104,-0.14080557303880797,-0.1377224680207854,-0.1527435278974137,1.2282354341790511,-0.29114108748916034,-0.21837442935029613,-0.1377224680207854,-0.20359215701089298,-0.20581037085203452,-0.20286372818665255,-0.2032671090321301,-0.2955502371293585,-0.1885889730889075,0.3120518563677621,-0.6808112088978676,-0.12815456219617197,0.08014064131446774,0.07318055951093573,-0.07541328885892953,-0.13748182065794268,-0.08014064131446774,0.08749166902975243,-0.2685312018626919,0.013396386753510098,-0.5257919078415015,-0.04289213290237946,-0.01182494561562751,0.07213887587343594,-1.4426378697585405,-0.49913768978494877,66.7679270386111,0,0.0,0.0,0.0,,1,1,1,0
15247236,-0.024620277642225737,0.5264396857175415,-1.6380883167074154,-0.4255183527465069,-0.14080557303880797,-0.1377224680207854,-0.1527435278974137,-1.433332557583569,-0.29114108748916034,-0.21837442935029613,-0.1377224680207854,-0.20359215701089298,-0.20581037085203452,-0.20286372818665255,-0.2032671090321301,-0.2955502371293585,-0.1885889730889075,0.3120518563677621,-0.5420290585570599,-0.12815456219617197,0.08014064131446774,0.07318055951093573,-0.07541328885892953,-0.13748182065794268,-0.08014064131446774,0.08749166902975243,-0.2685312018626919,0.2999275500439483,-0.20209689121074242,-0.04289213290237946,-0.01182494561562751,0.3251974721913621,1.0957615666796556,0.7761158297812211,39.9126300725,0,0.0,0.0,,,1,1,0,0
15743535,-0.41326894613735926,-0.5650541316372959,0.6104676956673598,-0.42501673829228664,-0.14080557303880797,-0.1377224680207854,-0.1527435278974137,-1.3737400358044305,-0.29114108748916034,-0.21837442935029613,-0.1377224680207854,-0.20359215701089298,-0.20581037085203452,-0.20286372818665255,-0.2032671090321301,-0.2955502371293585,-0.1885889730889075,0.3120518563677621,-0.716171853998667,-0.12815456219617197,0.08014064131446774,0.07318055951093573,-0.07541328885892953,-0.13748182065794268,-0.08014064131446774,0.08749166902975243,-0.2685312018626919,0.013396386753510098,-0.5257919078415015,-0.04289213290237946,-0.01182494561562751,0.198668174032399,-0.42727809518326204,0.13848906999813618,54.63810941305555,1,0.0,0.0,0.0,1.0,1,1,1,1
15846088,-0.41326894613735926,-0.5650541316372959,0.6104676956673598,0.010625882796970612,-0.14080557303880797,-0.1377224680207854,-0.1527435278974137,0.8519802562721451,-0.29114108748916034,-0.21837442935029613,-0.1377224680207854,-0.20359215701089298,-0.20581037085203452,-0.20286372818665255,-0.2032671090321301,-0.2955502371293585,-0.1885889730889075,0.3120518563677621,0.7951650058974485,-0.12815456219617197,0.08014064131446774,0.07318055951093573,-0.07541328885892953,-0.13748182065794268,-0.08014064131446774,0.08749166902975243,-0.2685312018626919,0.013396386753510098,-0.5257919078415015,-0.04289213290237946,-0.01182494561562751,0.7047853666682513,0.0804017921043772,0.7761158297812211,66.64396895027778,0,0.0,0.0,0.0,,1,1,1,0
16870867,-0.41326894613735926,-0.5650541316372959,0.6104676956673598,-0.34747733752408533,-0.14080557303880797,-0.1377224680207854,-0.1527435278974137,0.04294288165755391,-0.29114108748916034,-0.21837442935029613,-0.1377224680207854,-0.20359215701089298,-0.20581037085203452,-0.20286372818665255,-0.2032671090321301,-0.2955502371293585,-0.1885889730889075,0.3120518563677621,-0.7120299676468925,-0.12815456219617197,0.08014064131446774,0.07318055951093573,-0.07541328885892953,-0.13748182065794268,-0.08014064131446774,0.08749166902975243,-0.2685312018626919,0.013396386753510098,-0.5257919078415015,-0.04289213290237946,-0.01182494561562751,0.8313146648272144,-0.9349579824709013,0.13848906999813618,15.924687885833333,1,0.0,1.0,1.0,1.0,1,1,1,1
17127751,-0.41326894613735926,-0.5650541316372959,0.6104676956673598,-0.41662355440187754,-0.14080557303880797,-0.1377224680207854,-0.1527435278974137,-0.8534125813306491,-0.29114108748916034,-0.21837442935029613,-0.1377224680207854,-0.20359215701089298,-0.20581037085203452,-0.20286372818665255,-0.2032671090321301,-0.2955502371293585,-0.1885889730889075,0.3120518563677621,-0.7029061218690486,-0.12815456219617197,0.08014064131446774,0.07318055951093573,-0.07541328885892953,-0.13748182065794268,-0.08014064131446774,0.08749166902975243,-0.2685312018626919,0.013396386753510098,-0.5257919078415015,-0.04289213290237946,-0.01182494561562751,0.8313146648272144,0.0804017921043772,0.13848906999813618,10.90745898861111,1,1.0,1.0,1.0,1.0,1,1,1,1
17735080,-0.41326894613735926,-0.5650541316372959,0.6104676956673598,-0.3945276942095328,-0.14080557303880797,-0.1377224680207854,-0.1527435278974137,-0.3685289454046889,-0.29114108748916034,-0.21837442935029613,-0.1377224680207854,-0.20359215701089298,-0.20581037085203452,-0.20286372818665255,-0.2032671090321301,-0.2955502371293585,-0.1885889730889075,0.3120518563677621,2.096324975912329,-0.12815456219617197,0.08014064131446774,0.07318055951093573,-0.07541328885892953,-0.13748182065794268,-0.08014064131446774,0.08749166902975243,-0.2685312018626919,0.013396386753510098,-0.5257919078415015,-0.04289213290237946,-0.01182494561562751,0.9578439629861775,1.603441453967295,-2.4120179691342036,18.280465280277777,0,0.0,,,,1,0,0,0
